Path,Size,Size human,Category,Label,Reference evidence,Reason,Recommendation,Risk
Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Mixed_AO.png,3364336,3.2 MB,Referenced,Required/Referenced indirectly,Assets/SubstanceAssets/LittleGamesPack/Materials/GamePieces.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/New Terrain.asset,3362092,3.2 MB,Referenced,Required/Referenced indirectly,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/RealBlend/Demo/Scenes/HDRP_RealBlendSampleScene.unity,3352022,3.2 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Furniture Mega Pack/Textures/Tables/Table41/Table41_mat_Table41_Normal.png,3322512,3.2 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table41.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table40/Table40_mat_Table40_MetallicSmoothness.png,3321277,3.2 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table40.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Idyllic Italian Coast Town/Textures/M_shopsigns_small_Normal.png,3315639,3.2 MB,Referenced,Required/Referenced indirectly,Assets/Idyllic Italian Coast Town/Materials/M_shopsigns_small.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_studyroom_floor3_AlbedoTransparency.png,3306609,3.2 MB,Referenced,Required/Referenced indirectly,Assets/DevDen Arch Viz Scotland/Materials/Study Room/studyroom_floor3.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/studyroom_floor3.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Height.png,3274590,3.1 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Furniture Mega Pack/Textures/Sofas/Sofa19/Sofa19_mat_Sofa19_AlbedoTransparency.png,3270978,3.1 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa19.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards/PaintedBeechWallBoardsDisplacementMap.png,3265356,3.1 MB,Referenced,Required/Referenced indirectly,Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Materials/Painted Beech Wall Boards.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Cushions/Cushion29_36/Cushion29_36_mat_Cushion29_36_AlbedoTransparency.png,3255347,3.1 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion29_36.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Chairs/Chair17/Chair17_mat_Chair17_AlbedoTransparency.png,3250907,3.1 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair17.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table08/Table08_mat_Table08_AlbedoTransparency.png,3247146,3.1 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table08.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Idyllic Italian Coast Town/Textures/M_lemonstand_MaskMap.png,3240016,3.1 MB,Referenced,Required/Referenced indirectly,Assets/Idyllic Italian Coast Town/Materials/M_lemonstand 1.mat; Assets/Idyllic Italian Coast Town/Materials/M_lemonstand.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table22/Table22_mat_Table22_Normal.png,3225941,3.1 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table22.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Coconut Palm Tree Pack/Textures/Parts/Coconut_Palm_Bark2_diffuse.psd,3209178,3.1 MB,Referenced,Required/Referenced indirectly,Assets/Coconut Palm Tree Pack/Materials/Parts/Coconut_Palm_Tree_Bark2.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards/PaintedBeechWallBoardsAmbientOcclusionMap.png,3177049,3.0 MB,Referenced,Required/Referenced indirectly,Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Materials/Painted Beech Wall Boards.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Idyllic Italian Coast Town/Textures/M_flowerpots_BaseMap.png,3171259,3.0 MB,Referenced,Required/Referenced indirectly,Assets/Idyllic Italian Coast Town/Materials/M_flowerpots 1.mat; Assets/Idyllic Italian Coast Town/Materials/M_flowerpots.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Cushions/Cushion17_24/Cushion17_24_mat_Cushion17_24_AlbedoTransparency.png,3152843,3.0 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion17_24.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_04_n.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_04.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_06_n.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_06.mat; Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_09.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_08_d.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_08.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_11_d.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_11.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_02_n.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_02.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_13_d.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_13.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_07_n.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_07.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_05_n.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_05.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_12_d.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_12.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_01_n.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_01.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_09_d.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_09.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_10_d.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_10.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_03_n.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_03.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_05_d.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_05.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_07_d.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_07.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_09_n.tga,3145772,3.0 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_10_n.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_10.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_03_d.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_03.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_12_n.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_12.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_01_d.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_01.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_06_d.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_06.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_04_d.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_04.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_13_n.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_13.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_08_n.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_08.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_11_n.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_11.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Textures/T_YFCM_02_d.tga,3145772,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Materials/M_YFCM_02.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Idyllic Italian Coast Town/Textures/M_boat_kit_blue_BaseMap.png,3136193,3.0 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Idyllic Italian Coast Town/Textures/M_trafficsigns_MaskMap.png,3129053,3.0 MB,Referenced,Required/Referenced indirectly,Assets/Idyllic Italian Coast Town/Materials/M_trafficsigns.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Chairs/Chair02/Chair02_mat_Chair02_MetallicSmoothness.png,3115630,3.0 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair02.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table50/Table50_mat_Table50_AlbedoTransparency.png,3112325,3.0 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table50.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table07/Table07_mat_Table07_AlbedoTransparency.png,3110934,3.0 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table07.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/YughuesFreeCobbleMaterials/Preview/sphere.obj,3102241,3.0 MB,Referenced,Required/Referenced indirectly,Assets/YughuesFreeCobbleMaterials/Preview/P_Sphere.prefab,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table35/Table35_mat_Table35_MetallicSmoothness.png,3096704,3.0 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table35.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Chairs/Chair36/Chair36_mat_Chair36_AlbedoTransparency.png,3094783,3.0 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair36.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table05/Table05_mat_Table05_AlbedoTransparency.png,3075007,2.9 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table05.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Chairs/Chair17/Chair17_mat_Chair17_Normal.png,3073400,2.9 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair17.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table29/Table29_mat_Table29_AlbedoTransparency.png,3071669,2.9 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table29.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Chairs/Chair01/Chair01_mat_Chair01_AlbedoTransparency.png,3062895,2.9 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair01.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/DevDen Arch Viz Scotland/Models/Bathroom/toilet_accesories.fbx,3059744,2.9 MB,Referenced,Required/Referenced indirectly,Assets/DevDen Arch Viz Scotland/Prefabs/Bathroom/toilet_accesories.prefab,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Idyllic Italian Coast Town/Textures/M_skybox_cloudy.png,3057621,2.9 MB,Referenced,Required/Referenced indirectly,Assets/Idyllic Italian Coast Town/Materials/M_skybox 1.mat; Assets/Idyllic Italian Coast Town/Materials/M_skybox 3.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_chair/dinning_chair_diining_chair_wood_AlbedoTransparency.png,3051844,2.9 MB,Referenced,Required/Referenced indirectly,Assets/DevDen Arch Viz Scotland/Materials/Dining Room/diining_chair_wood.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/diining_chair_wood.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Chairs/Chair10/Chair10_mat_Chair10_MetallicSmoothness.png,3048234,2.9 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair10.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Idyllic Italian Coast Town/Textures/M_attachments_tech_Normal.png,3046372,2.9 MB,Referenced,Required/Referenced indirectly,Assets/Idyllic Italian Coast Town/Materials/M_attachments_tech.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Idyllic Italian Coast Town/Textures/M_doors_italian_BaseMap.png,3045753,2.9 MB,Referenced,Required/Referenced indirectly,Assets/Idyllic Italian Coast Town/Materials/M_doors.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/TerrainSampleAssets/Textures/Details/Heather_A_Normal.tif,3041936,2.9 MB,Referenced,Required/Referenced indirectly,Assets/TerrainSampleAssets/Materials/Heather.asset,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Idyllic Italian Coast Town/Textures/M_canopies02_BaseMap.png,3037945,2.9 MB,Referenced,Required/Referenced indirectly,Assets/Idyllic Italian Coast Town/Materials/M_canopies.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Chairs/Chair41/Chair41_mat_Chair41_Normal.png,3022667,2.9 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair41.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Chairs/Chair16/Chair16_mat_Chair16_AlbedoTransparency.png,3007179,2.9 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair16.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/DevDen Arch Viz Scotland/Textures/Study Room/table/Study Table_AlbedoTransparency.png,3005971,2.9 MB,Referenced,Required/Referenced indirectly,Assets/DevDen Arch Viz Scotland/Materials/Study Room/table1.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/table1.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table33/Table33_mat_Table33_MetallicSmoothness.png,2993538,2.9 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table33.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Idyllic Italian Coast Town/Textures/M_doors_italian_Normal.png,2991492,2.9 MB,Referenced,Required/Referenced indirectly,Assets/Idyllic Italian Coast Town/Materials/M_doors.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Sofas/Sofa18/Sofa18_mat_Sofa18_AlbedoTransparency.png,2979245,2.8 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa18.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table38/Table38_mat_Table38_AlbedoTransparency.png,2973386,2.8 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table38.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/DevDen Arch Viz Scotland/Textures/Living Room/Laptop/laptop_DefaultMaterial_emission.png,2971734,2.8 MB,Referenced,Required/Referenced indirectly,Assets/DevDen Arch Viz Scotland/Materials/Living Room/laptop.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/laptop.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table22/Table22_mat_Table22_MetallicSmoothness.png,2961156,2.8 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table22.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Idyllic Italian Coast Town/Textures/M_trafficsigns_Normal.png,2960732,2.8 MB,Referenced,Required/Referenced indirectly,Assets/Idyllic Italian Coast Town/Materials/M_trafficsigns.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Cushions/Cushion37_40/Cushion37_40_mat_Cushion37_40_AlbedoTransparency.png,2957770,2.8 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion37_40.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_Normal.png,2948570,2.8 MB,Referenced,Required/Referenced indirectly,Assets/Idyllic Italian Coast Town/Materials/M_windows.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table50/Table50_mat_Table50_MetallicSmoothness.png,2942978,2.8 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table50.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table06/Table06_mat_Table06_AlbedoTransparency.png,2938717,2.8 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table06.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table34/Table34_mat_Table34_MetallicSmoothness.png,2925744,2.8 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table34.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/BCaT_assets/HOMED/Recipe_Box_letters.png,2924497,2.8 MB,Referenced,Required/Referenced indirectly,Assets/BCaT_assets/HOMED/Letters.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/My_Custom/flower.glb,2924424,2.8 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Furniture Mega Pack/Textures/Chairs/Chair06/Chair06_mat_Chair06_Normal.png,2888725,2.8 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair06.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Cushions/Cushion41_48/Cushion41_48_mat_Cushion41_48_MetallicSmoothness.png,2880629,2.7 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion41_48.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table13/Table13_mat_Table13_MetallicSmoothness.png,2871621,2.7 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table13.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Chairs/Chair50/Chair50_mat_Chair50_AlbedoTransparency.png,2869856,2.7 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair50.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Chairs/Chair08/Chair08_mat_Chair08_AlbedoTransparency.png,2869372,2.7 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair08.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Tables/Table37/Table37_mat_Table37_Normal.png,2864337,2.7 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Table/mat_Table37.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Chairs/Chair19/Chair19_mat_Chair19_Normal.png,2861909,2.7 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair19.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Idyllic Italian Coast Town/Textures/M_lemonstand_Normal.png,2855504,2.7 MB,Referenced,Required/Referenced indirectly,Assets/Idyllic Italian Coast Town/Materials/M_lemonstand 1.mat; Assets/Idyllic Italian Coast Town/Materials/M_lemonstand.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kettle/kitchan mat 2_kitchan_mat_2_Normal.png,2849297,2.7 MB,Referenced,Required/Referenced indirectly,Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/kitchan_mat_2.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/kitchan_mat_2.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Idyllic Italian Coast Town/Textures/M_skybox_cloudy_02.png,2842275,2.7 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
