Asset path,Asset type,Source file size,Source file size human,Estimated packed/build size,Referencing scene/prefab/component/script/Resources,Also present in StreamingAssets,Recommended action,Risk level
Assets/BCaT_assets/SewingRoom/pillow__quilt.glb,Model/Mesh,13420528,12.8 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,No,Review,High
Assets/Idyllic Italian Coast Town/Materials/Terrain/Terrain Italy.asset,Unity/Other,13370088,12.8 MB,Unavailable: buildreport missing,Assets/Idyllic Italian Coast Town/Scenes/Demo Italy.unity,No,Review,High
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Soil_MaskMap.tif,Texture,13303440,12.7 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Cracked Terracotta Floor/CrackedTerracottaFloorNormalMap.png,Texture,13245240,12.6 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Coarse Burlap Upholstery/CoarseBurlapUpholsteryNormalMap.png,Texture,13192666,12.6 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Gingham Kitchen Linen/GinghamKitchenLinenNormalMap.png,Texture,13090673,12.5 MB,Unavailable: buildreport missing,Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Materials/Gingham Kitchen Linen.mat,No,Review,High
Assets/TerrainSampleAssets/Textures/Terrain/Muddy_MaskMap.tif,Texture,13002296,12.4 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Mossy Flagstone Floor/MossyFlagstoneFloorNormalMap.png,Texture,12849635,12.3 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_A_MaskMap.tif,Texture,12823500,12.2 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/SubstanceAssets/LittleGamesPack/Textures/ChessPieces/ChessPieces_Height.png,Texture,12635918,12.1 MB,Unavailable: buildreport missing,Assets/SubstanceAssets/LittleGamesPack/Materials/ChessPieces.mat,No,Review,High
Assets/BCaT_assets/9night/drum.glb,Model/Mesh,12389116,11.8 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,No,Review,High
Assets/BCAT_GLB_TextureRemediation/metal_table_asset/Texture_0 _00.png,Texture,12377140,11.8 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/BCAT_GLB_TextureRemediation/metal_table_asset/Texture_2 _02.png,Texture,12298145,11.7 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards/PaintedBeechWallBoardsNormalMap.png,Texture,12207021,11.6 MB,Unavailable: buildreport missing,Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Materials/Painted Beech Wall Boards.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Bed/Mattress/AtlasTexture_Mattress_DefaultMaterial_Normal.png,Texture,12162323,11.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Bathroom/mat_Bathroom.mat; Assets/Furniture Mega Pack/Materials/Bed/mat_Mattress.mat,No,Review,High
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-0.exr,Texture,12040903,11.5 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/RealBlend/Art/Materials/Textures/MossMask.png,Texture,11628530,11.1 MB,Unavailable: buildreport missing,Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Bed/Blanket/AtlasTexture_Blanket_DefaultMaterial_Normal.png,Texture,11151857,10.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Bed/mat_Blanket.mat,No,Review,High
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_B_MaskMap.tif,Texture,10837300,10.3 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/BCaT_assets/Ri/glass_fish.glb,Model/Mesh,10489132,10.0 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity,No,Review,High
Assets/TerrainSampleAssets/Textures/Terrain/Sand_BaseColor.tif,Texture,10380156,9.9 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Sofas/Sofa01/Sofa01_mat_Sofa01_Normal.png,Texture,10336893,9.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa01.mat,No,Review,High
Assets/BCaT_assets/LindaLeaks/Images/LL_CoopHousing_06.png,Texture,10301780,9.8 MB,Unavailable: buildreport missing,Assets/BCaT_assets/LindaLeaks/Prefabs/LindaLeaks_Exhibit_PhotoAlbum.prefab,No,Review,High
Assets/TerrainSampleAssets/README.pdf,Unity/Other,10201155,9.7 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/BCaT_assets/Ri/360_images/living_room.jpg,Texture,10180982,9.7 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Sofas/Sofa19/Sofa19_mat_Sofa19_Normal.png,Texture,10114309,9.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa19.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa29/Sofa29_mat_Sofa29_Normal.png,Texture,9742763,9.3 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa29.mat,No,Review,High
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Coarse Burlap Upholstery/CoarseBurlapUpholsteryAlbedo.png,Texture,9619380,9.2 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Sofas/Sofa16/Sofa16_mat_Sofa16_Normal.png,Texture,9433516,9.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa16.mat,No,Review,High
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Cracked Terracotta Floor/CrackedTerracottaFloorAlbedo.png,Texture,9300671,8.9 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Gingham Kitchen Linen/GinghamKitchenLinenAlbedo.png,Texture,9262133,8.8 MB,Unavailable: buildreport missing,Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Materials/Gingham Kitchen Linen.mat,No,Review,High
Assets/TerrainSampleAssets/Textures/Terrain/Sand_MaskMap.tif,Texture,9257068,8.8 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Tidal_Pools_MaskMap.tif,Texture,9235380,8.8 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Sofas/Sofa06/Sofa06_mat_Sofa06_Normal.png,Texture,9225103,8.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa06.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa27/Sofa27_mat_Sofa27_Normal.png,Texture,9203679,8.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa27.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa36/Sofa36_mat_Sofa36_Normal.png,Texture,9193864,8.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa36.mat,No,Review,High
Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Base_color.png,Texture,9139813,8.7 MB,Unavailable: buildreport missing,Assets/SubstanceAssets/LittleGamesPack/Materials/GamePieces.mat,No,Review,High
Assets/RealBlend/Art/Materials/Textures/Moss002_2K-PNG_Color 1.png,Texture,9129253,8.7 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/RealBlend/Art/Materials/Textures/Moss002_2K-PNG_Color.png,Texture,9129253,8.7 MB,Unavailable: buildreport missing,Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair42/Chair42_mat_Chair42_Normal.png,Texture,9106967,8.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair42.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa26/Sofa26_mat_Sofa26_Normal.png,Texture,9100946,8.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa26.mat,No,Review,High
Assets/RealBlend/Art/Materials/Textures/white_rough_plaster_diff_2k.png,Texture,9081200,8.7 MB,Unavailable: buildreport missing,Assets/RealBlend/Art/Materials/BuiltIn/VariationExampleBuilt-In.mat; Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample_ExperimentalSPOM.mat; Assets/RealBlend/Art/Materials/URP/VariationExampleURP.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa28/Sofa28_mat_Sofa28_Normal.png,Texture,9018596,8.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa28.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa02/Sofa02_mat_Sofa02_Normal.png,Texture,9000021,8.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa02.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa30/Sofa30_mat_Sofa30_Normal.png,Texture,8937998,8.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa30.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa33/Sofa33_mat_Sofa33_Normal.png,Texture,8934538,8.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa33.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa07/Sofa07_mat_Sofa07_Normal.png,Texture,8842464,8.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa07.mat,No,Review,High
Assets/BCAT_GLB_TextureRemediation/metal_table_asset/Texture_1 _01.png,Texture,8796351,8.4 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Sofas/Sofa32/Sofa32_mat_Sofa32_Normal.png,Texture,8795991,8.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa32.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa14/Sofa14_mat_Sofa14_Normal.png,Texture,8780504,8.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa14.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa37/Sofa37_mat_Sofa37_Normal.png,Texture,8760854,8.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa37.mat,No,Review,High
Assets/BCaT_assets/Ri/360_images/kitchen.jpg,Texture,8724936,8.3 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/RealBlend/Art/Materials/Textures/rough_plaster_brick_04_nor_gl_2k.exr,Texture,8702048,8.3 MB,Unavailable: buildreport missing,Assets/RealBlend/Art/Materials/BuiltIn/VariationExampleBuilt-In.mat; Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample_ExperimentalSPOM.mat; Assets/RealBlend/Art/Materials/URP/VariationExampleURP.mat,No,Review,High
Assets/RealBlend/Art/Materials/Textures/red_brick_plaster_patch_02_diff_2k.png,Texture,8659576,8.3 MB,Unavailable: buildreport missing,Assets/RealBlend/Art/Materials/BuiltIn/VariationExampleBuilt-In.mat; Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample_ExperimentalSPOM.mat; Assets/RealBlend/Art/Materials/URP/VariationExampleURP.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa20/Sofa20_mat_Sofa20_Normal.png,Texture,8598462,8.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa20.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa31/Sofa31_mat_Sofa31_Normal.png,Texture,8547161,8.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa31.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa21/Sofa21_mat_Sofa21_Normal.png,Texture,8479840,8.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa21.mat,No,Review,High
Assets/BCaT_assets/BTMMP_Workstation_Assembly/generic_tulip_flower.glb,Model/Mesh,8429860,8.0 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair20/Chair20_mat_Chair20_Normal.png,Texture,8425334,8.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair20.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa03/Sofa03_mat_Sofa03_Normal.png,Texture,8418057,8.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa03.mat,No,Review,High
Assets/TerrainSampleAssets/Textures/Heightmaps/Flat_Mountain01_Heightmap.tif,Texture,8408404,8.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Canyon05_Heightmap.tif,Texture,8408304,8.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain01_Heightmap.tif,Texture,8408244,8.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain05_Heightmap.tif,Texture,8408244,8.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Ridge02_Heightmap.tif,Texture,8408128,8.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Errosion01_Heightmap.tif,Texture,8408128,8.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Ridge03_Heightmap.tif,Texture,8408112,8.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain08_Heightmap.tif,Texture,8408100,8.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain04_Heightmap.tif,Texture,8408040,8.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Ridge01_Heightmap.tif,Texture,8408020,8.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Ridge04_Heightmap.tif,Texture,8407856,8.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain07_Heightmap.tif,Texture,8407828,8.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Chairs/Chair09/Chair09_mat_Chair09_Normal.png,Texture,8397819,8.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair09.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa10/Sofa10_mat_Sofa10_Normal.png,Texture,8337722,8.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa10.mat,No,Review,High
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Mossy Flagstone Floor/MossyFlagstoneFloorAlbedo.png,Texture,8332818,7.9 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Cushions/Cushion41_48/Cushion41_48_mat_Cushion41_48_Normal.png,Texture,8309499,7.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion41_48.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair45/Chair45_mat_Chair45_Normal.png,Texture,8223727,7.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair45.mat,No,Review,High
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Oak Ladder Shelf Panels/OakLadderShelfPanelsAlbedo.png,Texture,8182648,7.8 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/RealBlend/Art/Materials/Textures/ConcreteMossMask.png,Texture,8165263,7.8 MB,Unavailable: buildreport missing,Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa17/Sofa17_mat_Sofa17_Normal.png,Texture,8085631,7.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa17.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa12/Sofa12_mat_Sofa12_Normal.png,Texture,8007151,7.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa12.mat,No,Review,High
Assets/TerrainSampleAssets/Textures/Details/Plant_BaseColor.tif,Texture,7989328,7.6 MB,Unavailable: buildreport missing,Assets/TerrainSampleAssets/Materials/Plant.asset,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa15/Sofa15_mat_Sofa15_Normal.png,Texture,7979576,7.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa15.mat,No,Review,High
Assets/RealBlend/Art/Materials/Textures/concrete_moss_nor_gl_2k.exr,Texture,7969876,7.6 MB,Unavailable: buildreport missing,Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Cushions/Cushion17_24/Cushion17_24_mat_Cushion17_24_Normal.png,Texture,7957032,7.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion17_24.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair14/Chair14_mat_Chair14_Normal.png,Texture,7945056,7.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair14.mat,No,Review,High
Assets/SubstanceAssets/LittleGamesPack/Textures/CardsAndTables/CardsAndTables_Roughness.png,Texture,7937492,7.6 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Furniture Mega Pack/Textures/Sofas/Sofa18/Sofa18_mat_Sofa18_Normal.png,Texture,7906394,7.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa18.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair12/Chair12_mat_Chair12_Normal.png,Texture,7791304,7.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair12.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair48/Chair48_mat_Chair48_Normal.png,Texture,7776845,7.4 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair48.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa08/Sofa08_mat_Sofa08_Normal.png,Texture,7671661,7.3 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa08.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa04/Sofa04_mat_Sofa04_Normal.png,Texture,7641613,7.3 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa04.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa10/Sofa10_mat_Sofa10_AlbedoTransparency.png,Texture,7557704,7.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa10.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair11/Chair11_mat_Chair11_Normal.png,Texture,7556918,7.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair11.mat,No,Review,High
Assets/SubstanceAssets/LittleGamesPack/Textures/CardsAndTables/CardsAndTables_Mixed_AO.png,Texture,7556200,7.2 MB,Unavailable: buildreport missing,Assets/SubstanceAssets/LittleGamesPack/Materials/CardsAndTables.mat,No,Review,High
Assets/BCaT_assets/Ri/such lovely gravy_720p.mp4,Video,7518495,7.2 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (24).unity,No,Review,High
Assets/StreamingAssets/such lovely gravy_720p.mp4,Video,7518495,7.2 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (24).unity; StreamingAssets raw copy,Yes,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa09/Sofa09_mat_Sofa09_Normal.png,Texture,7508152,7.2 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa09.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa11/Sofa11_mat_Sofa11_Normal.png,Texture,7435064,7.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa11.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Cushions/Cushion37_40/Cushion37_40_mat_Cushion37_40_Normal.png,Texture,7426122,7.1 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion37_40.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa13/Sofa13_mat_Sofa13_Normal.png,Texture,7354660,7.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa13.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa22/Sofa22_mat_Sofa22_Normal.png,Texture,7347213,7.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa22.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Cushions/Cushion01_08/Cushion01_08_mat_Cushion01_08_Normal.png,Texture,7292178,7.0 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion01_08.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa12/Sofa12_mat_Sofa12_AlbedoTransparency.png,Texture,7270259,6.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa12.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa06/Sofa06_mat_Sofa06_AlbedoTransparency.png,Texture,7222530,6.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa06.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table02/Table02_mat_Table02_AlbedoTransparency.png,Texture,7213640,6.9 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table02.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa33/Sofa33_mat_Sofa33_AlbedoTransparency.png,Texture,7107098,6.8 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa33.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Sofas/Sofa32/Sofa32_mat_Sofa32_AlbedoTransparency.png,Texture,7018865,6.7 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa32.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table47/Table47_mat_Table47_Normal.png,Texture,6966251,6.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table47.mat,No,Review,High
Assets/Furniture Mega Pack/Textures/Chairs/Chair04/Chair04_mat_Chair04_Normal.png,Texture,6907392,6.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair04.mat,No,Review,High
Assets/Furniture Mega Pack/FBX/Sofa/Sofa11.fbx,Model/Mesh,6902620,6.6 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa11.prefab,No,Review,High
Assets/Furniture Mega Pack/Textures/Tables/Table15/Table15_mat_Table15_Normal.png,Texture,6848142,6.5 MB,Unavailable: buildreport missing,Assets/Furniture Mega Pack/Materials/Table/mat_Table15.mat,No,Review,High
