Path,Source file size,Source file size human,Width,Height,Texture type,Format/source,Alpha usage,Mipmap setting,Read/Write setting,Compression setting,Web platform override,Max texture size,Estimated runtime memory,Estimated runtime memory human,Referencing assets,Usage classification,Flags,Recommended action,Risk level
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain03_Heightmap.tif,2358680,2.2 MB,1081,1081,10,TIFF,Yes,0,0,1,None found,2048,4674244,4.5 MB,,Unknown,,Review if referenced,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Soft_Peaks01_Heightmap.tif,2358664,2.2 MB,1081,1081,10,TIFF,Yes,0,0,1,None found,2048,4674244,4.5 MB,,Unknown,,Review if referenced,Unknown/runtime or unused candidate
Assets/Furniture Mega Pack/Textures/Tables/Table10/Table10_mat_Table10_AlbedoTransparency.png,2358389,2.2 MB,2048,2048,0,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Table/mat_Table10.mat,Unknown,,Review if referenced,Visual QA required
Assets/TerrainSampleAssets/Textures/Heightmaps/Island01_Heightmap.tif,2357356,2.2 MB,1081,1081,10,TIFF,Yes,0,0,1,None found,2048,4674244,4.5 MB,,Unknown,,Review if referenced,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Plateau01_Heightmap.tif,2357184,2.2 MB,1081,1081,10,TIFF,Yes,0,0,1,None found,2048,4674244,4.5 MB,,Unknown,,Review if referenced,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Ridge_Edge01_Heightmap.tif,2357132,2.2 MB,1081,1081,10,TIFF,Yes,0,0,1,None found,2048,4674244,4.5 MB,,Unknown,,Review if referenced,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Plateau02_Heightmap.tif,2356888,2.2 MB,1081,1081,10,TIFF,Yes,0,0,1,None found,2048,4674244,4.5 MB,,Unknown,,Review if referenced,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Plateau03_Heightmap.tif,2356824,2.2 MB,1081,1081,10,TIFF,Yes,0,0,1,None found,2048,4674244,4.5 MB,,Unknown,,Review if referenced,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Rolling_Hills01_Heightmap.tif,2356672,2.2 MB,1081,1081,10,TIFF,Yes,0,0,1,None found,2048,4674244,4.5 MB,,Unknown,,Review if referenced,Unknown/runtime or unused candidate
Assets/DevDen Arch Viz Scotland/Textures/Balcony/balcony/balcony_balcony_metal_Normal.png,2353381,2.2 MB,2048,2048,1,PNG,Yes,1,1,1,WebGL,2048,16777216,16.0 MB,Assets/DevDen Arch Viz Scotland/Materials/balcony/balcony_metal.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/balcony_metal.mat,Normal map,ReadWrite enabled,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Drawer/AtlasTexture_Drawer_DefaultMaterial_Normal.png,2348430,2.2 MB,2048,2048,1,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Drawer/mat_Drawer.mat,Normal map,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Tables/Table42/Table42_mat_Table42_AlbedoTransparency.png,2345797,2.2 MB,2048,2048,0,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Table/mat_Table42.mat,Unknown,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Chairs/Chair16/Chair16_mat_Chair16_Normal.png,2345720,2.2 MB,2048,2048,1,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair16.mat,Normal map,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Tables/Table36/Table36_mat_Table36_MetallicSmoothness.png,2345526,2.2 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Table/mat_Table36.mat,Unknown,,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_pattern_wall_MetallicSmoothness.png,2338154,2.2 MB,2048,2048,0,PNG,Yes,1,1,1,WebGL,2048,16777216,16.0 MB,Assets/DevDen Arch Viz Scotland/Materials/Bed Room/pattern_wall.mat,Unknown,ReadWrite enabled,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Tables/Table09/Table09_mat_Table09_MetallicSmoothness.png,2337816,2.2 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Table/mat_Table09.mat,Unknown,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Sofas/Sofa24/Sofa24_mat_Sofa24_AlbedoTransparency.png,2335972,2.2 MB,2048,2048,0,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa24.mat,Unknown,,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_switch1_Normal.png,2332249,2.2 MB,2048,2048,1,PNG,Yes,1,1,1,WebGL,2048,16777216,16.0 MB,Assets/DevDen Arch Viz Scotland/Materials/Common/switch1.mat; Assets/DevDen Arch Viz Scotland/Materials/Common/switch2.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/switch1.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/switch2.mat,Normal map,ReadWrite enabled,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedsider/bedsider_bed_sider_AlbedoTransparency.png,2332225,2.2 MB,1331,1331,0,PNG,Yes,1,1,1,WebGL,2048,7086244,6.8 MB,Assets/DevDen Arch Viz Scotland/Materials/Bed Room/bed_sider.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bed_sider.mat,Unknown,ReadWrite enabled,Review if referenced,Visual QA required
Assets/Idyllic Italian Coast Town/Textures/M_shopsigns_large_BaseMap.png,2327825,2.2 MB,2048,2048,0,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Idyllic Italian Coast Town/Materials/M_shopsigns_large.mat,Unknown,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Tables/Table10/Table10_mat_Table10_MetallicSmoothness.png,2326368,2.2 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Table/mat_Table10.mat,Unknown,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Tables/Table49/Table49_mat_Table49_Normal.png,2306610,2.2 MB,2048,2048,1,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Table/mat_Table49.mat,Normal map,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Chairs/Chair48/Chair48_mat_Chair48_AlbedoTransparency.png,2295487,2.2 MB,2048,2048,0,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair48.mat,Unknown,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Tables/Table48/Table48_mat_Table48_Normal.png,2279595,2.2 MB,2048,2048,1,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Table/mat_Table48.mat,Normal map,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Tables/Table39/Table39_mat_Table39_Normal.png,2276193,2.2 MB,2048,2048,1,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Table/mat_Table39.mat,Normal map,,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Environment/Floor Texture/floor mat 1_Normal.png,2272612,2.2 MB,2048,2048,1,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/DevDen Arch Viz Scotland/Materials/Bed Room/bedroom_floor3.mat; Assets/DevDen Arch Viz Scotland/Materials/Environment/livingroom_floor4.mat; Assets/DevDen Arch Viz Scotland/Materials/balcony/balcony_wood.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/balcony_wood.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bedroom_floor3.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/livingroom_floor4.mat,Normal map,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Tables/Table32/Table32_mat_Table32_Normal.png,2272376,2.2 MB,2048,2048,1,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Table/mat_Table32.mat,Normal map,,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Common/note_pad/note_pad_note_pad_Normal.png,2272259,2.2 MB,2048,2048,1,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/DevDen Arch Viz Scotland/Materials/Study Room/Notepad.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Notepad.mat,Normal map,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Tables/Table29/Table29_mat_Table29_Normal.png,2272222,2.2 MB,2048,2048,1,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Table/mat_Table29.mat,Normal map,,Review if referenced,Visual QA required
Assets/Idyllic Italian Coast Town/Textures/M_shopsigns_small_MaskMap.png,2255581,2.2 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Idyllic Italian Coast Town/Materials/M_shopsigns_small.mat,Unknown,,Review if referenced,Visual QA required
Assets/BCaT_assets/Ri/360_images/dining_room.jpg,2253027,2.1 MB,5952,2976,0,JPEG,Unknown,1,0,1,WebGL,2048,70852608,67.6 MB,,Panorama,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/Furniture Mega Pack/Textures/Sofas/Sofa12/Sofa12_mat_Sofa12_MetallicSmoothness.png,2252986,2.1 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa12.mat,Unknown,,Review if referenced,Visual QA required
Assets/BCAT_GLB_TextureRemediation/generic_tulip_flower/Texture_1 _01.png,2252034,2.1 MB,2048,2048,1,PNG,Yes,1,0,2,WebGL,2048,16777216,16.0 MB,,Unknown,,Review if referenced,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Details/BushDry_Normal.tif,2238032,2.1 MB,1024,1024,1,TIFF,Unknown,1,0,1,None found,2048,4194304,4.0 MB,Assets/TerrainSampleAssets/Materials/BushDry.asset,Normal map,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Chairs/Chair25/Chair25_mat_Chair25_Normal.png,2228921,2.1 MB,2048,2048,1,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair25.mat,Normal map,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Tables/Table24/Table24_mat_Table24_MetallicSmoothness.png,2225502,2.1 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Table/mat_Table24.mat,Unknown,,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Kettle/kitchan mat 2_kitchan_mat_2_MetallicSmoothness.png,2225061,2.1 MB,2048,2048,0,PNG,Yes,1,0,1,WebGL,2048,16777216,16.0 MB,Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/kitchan_mat_2.mat,Unknown,,Review if referenced,Visual QA required
Assets/Idyllic Italian Coast Town/Textures/M_asphalt_BaseColor.png,2222190,2.1 MB,1024,1024,0,PNG,Yes,1,0,1,None found,2048,4194304,4.0 MB,Assets/Idyllic Italian Coast Town/Materials/M_asphalt.mat,Unknown,,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Mug Holder/Mug Holder_AlbedoTransparency.png,2221284,2.1 MB,2048,2048,0,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/Mug_Holder_mat.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Mug_Holder_mat.mat,Unknown,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Tables/Table09/Table09_mat_Table09_AlbedoTransparency.png,2219647,2.1 MB,2048,2048,0,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Table/mat_Table09.mat,Unknown,,Review if referenced,Visual QA required
Assets/BCaT_assets/Ri/360_images/living_room_2.jpg,2213686,2.1 MB,5952,2976,0,JPEG,Unknown,1,0,1,WebGL,2048,70852608,67.6 MB,,Panorama,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/DevDen Arch Viz Scotland/Textures/Living Room/sofa_2/sofa_2_01 - Default_MetallicSmoothness.png,2203480,2.1 MB,1638,1638,0,PNG,Yes,1,1,1,WebGL,2048,10732176,10.2 MB,Assets/DevDen Arch Viz Scotland/Materials/Living Room/Sofa Set.mat,Unknown,ReadWrite enabled,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Chairs/Chair09/Chair09_mat_Chair09_AlbedoTransparency.png,2185686,2.1 MB,2048,2048,0,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair09.mat,Unknown,,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Environment/Floor Texture/floor mat 1_AlbedoTransparency.png,2184564,2.1 MB,1024,1024,0,PNG,Yes,1,0,1,None found,2048,4194304,4.0 MB,Assets/DevDen Arch Viz Scotland/Materials/Bed Room/bedroom_floor3.mat; Assets/DevDen Arch Viz Scotland/Materials/Environment/livingroom_floor4.mat; Assets/DevDen Arch Viz Scotland/Materials/balcony/balcony_wood.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/balcony_wood.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bedroom_floor3.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/livingroom_floor4.mat,Unknown,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Chairs/Chair28/Chair28_mat_Chair28_MetallicSmoothness.png,2183213,2.1 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair28.mat,Unknown,,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Balcony/balcony_chair/balcony_ chair_balcony_chair1_Normal.png,2178178,2.1 MB,1434,1434,1,PNG,Yes,1,1,1,WebGL,2048,8225424,7.8 MB,Assets/DevDen Arch Viz Scotland/Materials/balcony/balcony_chair1.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/balcony_chair1.mat,Normal map,ReadWrite enabled,Review if referenced,Visual QA required
Assets/TerrainSampleAssets/Textures/Details/Plant_MaskMap.tif,2173712,2.1 MB,1024,1024,0,TIFF,Unknown,1,0,2,None found,2048,4194304,4.0 MB,Assets/TerrainSampleAssets/Materials/Plant.asset,Unknown,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Cushions/Cushion17_24/Cushion17_24_mat_Cushion17_24_MetallicSmoothness.png,2163889,2.1 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Cushion/mat_Cushion17_24.mat,Unknown,,Review if referenced,Visual QA required
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Chopboard_mat_AO.png,2151751,2.1 MB,2048,2048,0,PNG,Yes,1,0,1,WebGL,2048,16777216,16.0 MB,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Chopboard_mat.mat,Unknown,,Review if referenced,Visual QA required
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Chopboard_mat_1_AO.png,2151751,2.1 MB,2048,2048,0,PNG,Yes,1,0,1,WebGL,2048,16777216,16.0 MB,,Unknown,,Review if referenced,Unknown/runtime or unused candidate
Assets/Furniture Mega Pack/Textures/Chairs/Chair09/Chair09_mat_Chair09_MetallicSmoothness.png,2133722,2.0 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair09.mat,Unknown,,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_low_bed_sheet_MetallicSmoothness.png,2128743,2.0 MB,1434,1434,0,PNG,Yes,1,1,1,WebGL,2048,8225424,7.8 MB,,Unknown,ReadWrite enabled,Review if referenced,Unknown/runtime or unused candidate
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_gold_tap_handle_AO.png,2128265,2.0 MB,2048,2048,0,PNG,Yes,1,1,1,WebGL,2048,16777216,16.0 MB,Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/gold_tap_handle 1.mat; Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/gold_tap_handle.mat,Unknown,ReadWrite enabled,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Balcony/balcony_chair/balcony_ chair_balcony_chair1_AlbedoTransparency.png,2124684,2.0 MB,2048,2048,0,PNG,Yes,1,1,1,WebGL,2048,16777216,16.0 MB,Assets/DevDen Arch Viz Scotland/Materials/balcony/balcony_chair1.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/balcony_chair1.mat,Unknown,ReadWrite enabled,Review if referenced,Visual QA required
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain06_Heightmap.tif,2120956,2.0 MB,1024,1024,10,TIFF,Yes,0,0,1,None found,2048,4194304,4.0 MB,,Unknown,,Review if referenced,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain02_Heightmap.tif,2119304,2.0 MB,1024,1024,10,TIFF,Yes,0,0,1,None found,2048,4194304,4.0 MB,,Unknown,,Review if referenced,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Canyon04_Heightmap.tif,2116256,2.0 MB,1024,1024,10,TIFF,Yes,0,0,1,None found,2048,4194304,4.0 MB,,Unknown,,Review if referenced,Unknown/runtime or unused candidate
Assets/Furniture Mega Pack/Textures/Sofas/Sofa08/Sofa08_mat_Sofa08_MetallicSmoothness.png,2110006,2.0 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa08.mat,Unknown,,Review if referenced,Visual QA required
Assets/My_Custom/txtrs/PavingStones119_1K-PNG_Color.png,2109300,2.0 MB,1024,1024,0,PNG,Unknown,1,0,1,WebGL,2048,4194304,4.0 MB,Assets/My_Custom/mtrls/OldPathway.mat; Assets/My_Custom/mtrls/OldStairway.mat,Unknown,,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_pillow_1_AlbedoTransparency.png,2104122,2.0 MB,1229,1229,0,PNG,Yes,1,1,1,None found,2048,6041764,5.8 MB,Assets/DevDen Arch Viz Scotland/Materials/Bed Room/pillow_1.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/pillow_1.mat,Unknown,ReadWrite enabled,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Washing_machine/washingmachine_M_washingmachine_Normal.png,2087997,2.0 MB,1638,1638,1,PNG,Yes,1,1,1,WebGL,2048,10732176,10.2 MB,Assets/DevDen Arch Viz Scotland/Materials/Bathroom/washingMachine.mat; Assets/DevDen Arch Viz Scotland/Materials/Bathroom/washingmachineclosed.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/washingMachine.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/washingmachineclosed.mat,Normal map,ReadWrite enabled,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_glass_AO.png,2079185,2.0 MB,2048,2048,0,PNG,Yes,1,1,1,WebGL,2048,16777216,16.0 MB,Assets/DevDen Arch Viz Scotland/Materials/Kitchen Room/glass.mat,Unknown,ReadWrite enabled,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_pattern_wall_AlbedoTransparency.png,2076892,2.0 MB,2048,2048,0,PNG,Yes,1,1,1,WebGL,2048,16777216,16.0 MB,Assets/DevDen Arch Viz Scotland/Materials/Bed Room/pattern_wall.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/pattern_wall.mat,Unknown,ReadWrite enabled,Review if referenced,Visual QA required
Assets/BCAT_GLB_TextureRemediation/drone/Texture_3 _01.png,2075038,2.0 MB,2048,2048,0,PNG,Unknown,1,0,2,WebGL,2048,16777216,16.0 MB,,Unknown,,Review if referenced,Unknown/runtime or unused candidate
Assets/Furniture Mega Pack/Textures/Chairs/Chair20/Chair20_mat_Chair20_MetallicSmoothness.png,2071199,2.0 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair20.mat,Unknown,,Review if referenced,Visual QA required
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Knife_Holder_mat_1_AO.png,2070257,2.0 MB,2048,2048,0,PNG,Yes,1,0,1,WebGL,2048,16777216,16.0 MB,,Unknown,,Review if referenced,Unknown/runtime or unused candidate
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Knife_Holder_mat_AO.png,2070257,2.0 MB,2048,2048,0,PNG,Yes,1,0,1,WebGL,2048,16777216,16.0 MB,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Knife_Holder_mat.mat,Unknown,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Chairs/Chair05/Chair05_mat_Chair05_MetallicSmoothness.png,2068820,2.0 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair05.mat,Unknown,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Chairs/Chair47/Chair47_mat_Chair47_MetallicSmoothness.png,2067806,2.0 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair47.mat,Unknown,,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/towel_2/2_towl_2_AlbedoTransparency.png,2059132,2.0 MB,1331,1331,0,PNG,Yes,1,1,1,WebGL,2048,7086244,6.8 MB,Assets/DevDen Arch Viz Scotland/Materials/Bathroom/towl_2.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/towl_2.mat,Unknown,ReadWrite enabled,Review if referenced,Visual QA required
Assets/TerrainSampleAssets/Textures/Details/BushDry_BaseColor.tif,2056464,2.0 MB,1024,1024,0,TIFF,Unknown,1,0,2,None found,2048,4194304,4.0 MB,Assets/TerrainSampleAssets/Materials/BushDry.asset,Unknown,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Chairs/Chair21/Chair21_mat_Chair21_MetallicSmoothness.png,2053644,2.0 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair21.mat,Unknown,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Chairs/Chair39/Chair39_mat_Chair39_MetallicSmoothness.png,2052022,2.0 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair39.mat,Unknown,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Tables/Table37/Table37_mat_Table37_AlbedoTransparency.png,2043981,1.9 MB,2048,2048,0,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Table/mat_Table37.mat,Unknown,,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_bed_coat_AlbedoTransparency.png,2040436,1.9 MB,1229,1229,0,PNG,Yes,1,1,1,None found,2048,6041764,5.8 MB,Assets/DevDen Arch Viz Scotland/Materials/Bed Room/bed_coat.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bed_coat.mat,Unknown,ReadWrite enabled,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Sofas/Sofa11/Sofa11_mat_Sofa11_MetallicSmoothness.png,2037788,1.9 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa11.mat,Unknown,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Sofas/Sofa09/Sofa09_mat_Sofa09_MetallicSmoothness.png,2034270,1.9 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa09.mat,Unknown,,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_chair/dinning_chair_diining_chair_wood_Normal.png,2030473,1.9 MB,1638,1638,1,PNG,Yes,1,1,1,WebGL,2048,10732176,10.2 MB,Assets/DevDen Arch Viz Scotland/Materials/Dining Room/diining_chair_wood.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/diining_chair_wood.mat,Normal map,ReadWrite enabled,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Chairs/Chair46/Chair46_mat_Chair46_MetallicSmoothness.png,2024608,1.9 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Chair/mat_Chair46.mat,Unknown,,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Sofas/Sofa13/Sofa13_mat_Sofa13_MetallicSmoothness.png,2022774,1.9 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa13.mat,Unknown,,Review if referenced,Visual QA required
Assets/Coconut Palm Tree Pack/Textures/Parts/Coconut_Palm_Tree_Branch2_diffuse.psd,2017864,1.9 MB,512,1024,5,PSD,Unknown,1,1,,None found,1024,2097152,2.0 MB,Assets/Coconut Palm Tree Pack/Materials/Parts/Coconut_Palm_Tree_Leaf2.mat,Unknown,ReadWrite enabled,Review if referenced,Visual QA required
Assets/Furniture Mega Pack/Textures/Tables/Table31/Table31_mat_Table31_MetallicSmoothness.png,2012153,1.9 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Table/mat_Table31.mat,Unknown,,Review if referenced,Visual QA required
Assets/DevDen Arch Viz Scotland/Textures/Common/Magazine/magazine.png,2008673,1.9 MB,2048,2048,0,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/DevDen Arch Viz Scotland/Materials/Common/magazine1.mat; Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/magazine1.mat,Unknown,,Review if referenced,Visual QA required
