SHA256,Path,Size,Size human,Duplicate group count,Group total size,Group total human,Recommendation,Risk
8f46e1fedb3034951e1fb9245c7c26e0f59baf0233e0a49b7392f1becfbe4697,Assets/Furniture Mega Pack/Textures/Tables/Table03/Table03_mat_Table03_MetallicSmoothness.png,21250,20.8 KB,3,63750,62.3 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
8f46e1fedb3034951e1fb9245c7c26e0f59baf0233e0a49b7392f1becfbe4697,Assets/Furniture Mega Pack/Textures/Tables/Table05/Table05_mat_Table05_MetallicSmoothness.png,21250,20.8 KB,3,63750,62.3 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
8f46e1fedb3034951e1fb9245c7c26e0f59baf0233e0a49b7392f1becfbe4697,Assets/Furniture Mega Pack/Textures/Chairs/Chair23/Chair23_mat_Chair23_MetallicSmoothness.png,21250,20.8 KB,3,63750,62.3 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
e88819cd69140a56bc2947ec633ab6f8409b82fe2b817ee78521450fc531b307,Assets/Furniture Mega Pack/Textures/Cushions/Cushion37_40/Cushion37_40_mat_Cushion37_40_MetallicSmoothness.png,21250,20.8 KB,2,42500,41.5 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
e88819cd69140a56bc2947ec633ab6f8409b82fe2b817ee78521450fc531b307,Assets/Furniture Mega Pack/Textures/Cushions/Cushion29_36/Cushion29_36_mat_Cushion29_36_MetallicSmoothness.png,21250,20.8 KB,2,42500,41.5 KB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
2dab70c23e41012f7d0d95b185a29fa8e8ae14d999e7ae7491d885eae9208e7f,Assets/Furniture Mega Pack/Textures/Chairs/Chair35/Chair35_mat_Chair35_Normal.png,3714823,3.5 MB,2,7429646,7.1 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
2dab70c23e41012f7d0d95b185a29fa8e8ae14d999e7ae7491d885eae9208e7f,Assets/Furniture Mega Pack/Textures/Chairs/Chair34/Chair34_mat_Chair34_Normal.png,3714823,3.5 MB,2,7429646,7.1 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pattern_wall_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Furniture_Atlas_1_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedroom_wall4_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dinning_table_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Lamp_emission_1_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bed_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Lamp_emission_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_wall3_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/chimini_3_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Lamp_emission_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bed_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingmachineclosed_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood1_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Notepad_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_wood_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedroom_floor3_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/lamp_1_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/chimini_2_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingMachine_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingMachine_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/inner_roof3_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_wall_glass4_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/kitchan_mat_2_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/metal_1_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pattern_wall_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_3_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_wall3_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/lamp_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_wood_2_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/trash-can_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/lamp_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/towl_2_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle 1_1_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/induction-hob_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Furniture_Atlas_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/towl_2_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/dinning_table_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_floor4_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/trash-can_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_2_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/imac_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Paintings_House_4_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_floor3_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle 1_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_2_1_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_wall3_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/steel_1_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/induction-hob_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Notepad_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_wall3_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_wall_glass4_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/washingmachineclosed_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_wall3_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_1_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_floor3_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/steel_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/studyroom_floor3_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/inner_roof3_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/knives_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Lamp_emission_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedroom_wall4_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/knives_2_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_1_1_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/toilet_wood1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedroom_floor3_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/imac_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_wall3_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_floor3_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Paintings_House_4_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/metal_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/lamp_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/kitchan_mat_2_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/chimini_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/chimini_1_Metallic.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_floor4_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
f69931c595cfe75484ee8d071e54f03d2e6eb5e4072123811b1cfc3e2a7947fa,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_wood_1_AO.png,78118,76.3 KB,77,6015086,5.7 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_wall3_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/pattern_wall_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_wood_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bedroom_floor3_1_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/laptop_1_AO.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/towl_2_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/balcony_glass_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
dfb73be4ea5b90158a5ebcce2ecd4191faae1d58d15530721daa07846523959d,Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/livingroom_floor4_Metallic.png,73381,71.7 KB,90,6604290,6.3 MB,Likely safe verify in Unity,High-risk deletion unless unreferenced evidence strong
