path	category	sizeBytes	packedBytes	type
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_pattern_wall_AlbedoTransparency.png	C	2076892	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair20/Chair20_mat_Chair20_MetallicSmoothness.png	C	2071199	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Knife_Holder_mat_1_AO.png	C	2070257	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Knife_Holder_mat_AO.png	C	2070257	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair05/Chair05_mat_Chair05_MetallicSmoothness.png	C	2068820	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/towel_2/2_towl_2_AlbedoTransparency.png	C	2059132	0	Texture2D
Assets/TerrainSampleAssets/Textures/Details/BushDry_BaseColor.tif	C	2056464	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair21/Chair21_mat_Chair21_MetallicSmoothness.png	C	2053644	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair39/Chair39_mat_Chair39_MetallicSmoothness.png	C	2052022	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table37/Table37_mat_Table37_AlbedoTransparency.png	C	2043981	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_bed_coat_AlbedoTransparency.png	C	2040436	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa11/Sofa11_mat_Sofa11_MetallicSmoothness.png	C	2037788	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa09/Sofa09_mat_Sofa09_MetallicSmoothness.png	C	2034270	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair46/Chair46_mat_Chair46_MetallicSmoothness.png	C	2024608	0	Texture2D
Assets/Coconut Palm Tree Pack/Textures/Parts/Coconut_Palm_Tree_Branch2_diffuse.psd	C	2017864	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table31/Table31_mat_Table31_MetallicSmoothness.png	C	2012153	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Common/Magazine/magazine.png	C	2008673	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa35/Sofa35_mat_Sofa35_AlbedoTransparency.png	C	2008257	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair34/Chair34_mat_Chair34_MetallicSmoothness.png	C	2007113	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair35/Chair35_mat_Chair35_MetallicSmoothness.png	C	2007097	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_table/dinning_table_dinning_table_AlbedoTransparency.png	C	2002824	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair24/Chair24_mat_Chair24_MetallicSmoothness.png	C	1995521	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa34/Sofa34_mat_Sofa34_AlbedoTransparency.png	C	1994327	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_livingroom_floor4_AlbedoTransparency.png	C	1982897	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Balcony/balcony_mat/balcony_mat_balcony_mat1_AlbedoTransparency.png	C	1982836	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table37/Table37_mat_Table37_MetallicSmoothness.png	C	1964415	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table42/Table42_mat_Table42_MetallicSmoothness.png	C	1963018	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table17/Table17_mat_Table17_MetallicSmoothness.png	C	1959541	0	Texture2D
Assets/SubstanceAssets/LittleGamesPack/Textures/CardsAndTables/CardsAndTables_Height.png	C	1959148	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/DrainerNew_1_AO.png	C	1954760	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/DrainerNew_AO.png	C	1954760	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_brickwall_plaster_Normal.png	C	1944823	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair24/Chair24_mat_Chair24_AlbedoTransparency.png	C	1939646	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair01/Chair01_mat_Chair01_MetallicSmoothness.png	C	1930951	0	Texture2D
Assets/Coconut Palm Tree Pack/Textures/Parts/Coconut_Palm_Bark2_normal.tif	C	1924258	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Environment/inner_wall/inner_wall_bedroom_floor3_AlbedoTransparency.png	C	1916969	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_table/dinning_table_dinning_table_MetallicSmoothness.png	C	1911126	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair25/Chair25_mat_Chair25_AlbedoTransparency.png	C	1909881	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table29/Table29_mat_Table29_MetallicSmoothness.png	C	1907327	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair08/Chair08_mat_Chair08_MetallicSmoothness.png	C	1907260	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_bed_coat_MetallicSmoothness.png	C	1904079	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/side_piece/side_piece_white_wood_AO.png	C	1900348	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_pillow_1_MetallicSmoothness.png	C	1896252	0	Texture2D
Assets/TerrainSampleAssets/Textures/Details/Heather_A_BaseColor.tif	C	1894236	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/TOASTER/toaster_toaster_AlbedoTransparency.png	C	1894074	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/MetalDryer/dry_M_metaldryer_AO.png	C	1892317	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_chair/dinning_chair_dinning_chair_cusion_Normal.png	C	1887075	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/MetalDryer/dry_M_metaldryer_Normal.png	C	1884304	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_bed_coat_Normal.png	C	1876068	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table47/Table47_mat_Table47_MetallicSmoothness.png	C	1867825	0	Texture2D
Assets/TerrainSampleAssets/Textures/Details/Bush_A_MaskMap.tif	C	1867232	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_plastic_AO.png	C	1858428	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table26/Table26_mat_Table26_MetallicSmoothness.png	C	1857308	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa22/Sofa22_mat_Sofa22_MetallicSmoothness.png	C	1857203	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_low_bed_sheet_Normal.png	C	1846115	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair04/Chair04_mat_Chair04_MetallicSmoothness.png	C	1837139	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/towel_2/2_toilet_wood_1_AlbedoTransparency.png	C	1836465	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Balcony/balcony_mat/balcony_mat_balcony_mat1_Normal.png	C	1834288	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair32/Chair32_mat_Chair32_AlbedoTransparency.png	C	1823013	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Living Room/chair_2/chair_5_n.png	C	1822452	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedsider/bedsider_bed_sider_MetallicSmoothness.png	C	1813518	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_bed_Normal.png	C	1806986	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair27/Chair27_mat_Chair27_MetallicSmoothness.png	C	1804356	0	Texture2D
Assets/Furniture Mega Pack/Textures/Cushions/Cushion25_28/Cushion25_28_mat_Cushion25_28_MetallicSmoothness.png	C	1804059	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_cliff_rocks_BaseMap.png	C	1799824	0	Texture2D
Assets/Furniture Mega Pack/Textures/Cushions/Cushion09_16/Cushion09_16_mat_Cushion09_16_MetallicSmoothness.png	C	1789814	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair07/Chair07_mat_Chair07_AlbedoTransparency.png	C	1781983	0	Texture2D
Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_villa.fbx	C	1772256	0	GameObject
Assets/My_Custom/txtrs/Grass007_1K-JPG_Color.jpg	C	1767495	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/towel_2/2_towl_2_Normal.png	C	1765553	0	Texture2D
Assets/Animated Tropical Vegetation/Textures/palm_tree_3_bark_normal.png	C	1765514	0	Texture2D
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/Lightmap-0_comp_dir.png	C	1762838	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table32/Table32_mat_Table32_MetallicSmoothness.png	C	1748402	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/table1_1_AO.png	C	1745905	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/table1_AO.png	C	1745905	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Chopboard/Chopboard_AO.png	C	1742086	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa03/Sofa03_mat_Sofa03_MetallicSmoothness.png	C	1730368	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/towel_2/2_toilet_wood_1_Normal.png	C	1723786	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa28/Sofa28_mat_Sofa28_MetallicSmoothness.png	C	1723090	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Toilet_wood/3_toilet_wood1_AlbedoTransparency.png	C	1720147	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Knife Holder/Knife Holder_AO.png	C	1712542	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table41/Table41_mat_Table41_AlbedoTransparency.png	C	1709582	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa06/Sofa06_mat_Sofa06_MetallicSmoothness.png	C	1709112	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_low_bed_sheet_AlbedoTransparency.png	C	1707778	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Environment/Floor Texture/floor mat 1_MetallicSmoothness.png	C	1705949	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_2_1_AO.png	C	1701303	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/green_wood_2_AO.png	C	1701303	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Toilet_wood/3_toilet_wood1_Normal.png	C	1695685	0	Texture2D
Assets/BCaT_assets/BlackParlors/Assets/picture-frame/textures/pictureframe.png	C	1692975	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa17/Sofa17_mat_Sofa17_MetallicSmoothness.png	C	1689056	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table49/Table49_mat_Table49_AlbedoTransparency.png	C	1683912	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_bed_AlbedoTransparency.png	C	1680973	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_table/dinning_table_dinning_table_Normal.png	C	1680618	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Mug_Holder_mat_1_AO.png	C	1668979	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/Mug_Holder_mat_AO.png	C	1668979	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair04/Chair04_mat_Chair04_AlbedoTransparency.png	C	1659666	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_steel_AO.png	C	1651480	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa19/Sofa19_mat_Sofa19_MetallicSmoothness.png	C	1648131	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair15/Chair15_mat_Chair15_MetallicSmoothness.png	C	1647999	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table41/Table41_mat_Table41_MetallicSmoothness.png	C	1646667	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair03/Chair03_mat_Chair03_MetallicSmoothness.png	C	1645359	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_3_AO.png	C	1643662	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle_AO.png	C	1643662	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle 1_1_AO.png	C	1639590	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/gold_tap_handle 1_AO.png	C	1639590	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/dressing_mirror/dresing_mirror_dressing_mirror1_MetallicSmoothness.png	C	1639501	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa24/Sofa24_mat_Sofa24_MetallicSmoothness.png	C	1634040	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Washing_machine/washingmachine_M_washingmachine_MetallicSmoothness.png	C	1633860	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Common/AirConditioner/airconditioner_DefaultMaterial_AlbedoTransparency.png	C	1632206	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa26/Sofa26_mat_Sofa26_MetallicSmoothness.png	C	1629058	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa07/Sofa07_mat_Sofa07_MetallicSmoothness.png	C	1625005	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_wallbricks_yellow_01.png	C	1621666	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Common/Plate/plate_1_plate_1_Normal.png	C	1621058	0	Texture2D
Assets/TerrainSampleAssets/Textures/Details/Bush_A_BaseColor.tif	C	1618296	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa27/Sofa27_mat_Sofa27_MetallicSmoothness.png	C	1614106	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_wallbricks_red_01.png	C	1610855	0	Texture2D
Assets/Animated Tropical Vegetation/Textures/palm_tree_3_bark_color.png	C	1607430	0	Texture2D
Assets/Furniture Mega Pack/FBX/Sofa/Sofa14.fbx	C	1606252	0	GameObject
Assets/Furniture Mega Pack/Textures/Sofas/Sofa29/Sofa29_mat_Sofa29_MetallicSmoothness.png	C	1605824	0	Texture2D
Assets/Coconut Palm Tree Pack/Textures/Parts/Coconut_Palm_Bark1_diffuse.psd	C	1604144	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair50/Chair50_mat_Chair50_MetallicSmoothness.png	C	1584627	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa23/Sofa23_mat_Sofa23_MetallicSmoothness.png	C	1583612	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair11/Chair11_mat_Chair11_MetallicSmoothness.png	C	1574200	0	Texture2D
Assets/Furniture Mega Pack/Scenes/Furniture Mega Pack.unity	C	1572349	0	SceneAsset
Assets/Furniture Mega Pack/Textures/Sofas/Sofa16/Sofa16_mat_Sofa16_MetallicSmoothness.png	C	1564548	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_pillow_1_Normal.png	C	1559363	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table32/Table32_mat_Table32_AlbedoTransparency.png	C	1558927	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_2/Painting_Small_C_Paintings_House_Normal.png	C	1558606	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/FOTO_FRAME_4/Painting_StandPhoto_C_Paintings_House_Normal.png	C	1556504	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_3/Painting_StandPhoto_A_Paintings_House_Normal.png	C	1556346	0	Texture2D
Assets/Pandazole_Ultimate_Pack/Pandazole Farm Ranch Pack/Models/Demo/Farm_Ranch_Pack_1.0.0.fbx	C	1551036	0	GameObject
Assets/RealBlend/Art/Meshes/Flat Mesh_Baked 1.asset	C	1529763	0	Mesh
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/food_cloth/tablemat_1.1_Normal.png	C	1526080	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_chimini_AO.png	C	1513597	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa21/Sofa21_mat_Sofa21_MetallicSmoothness.png	C	1500726	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair45/Chair45_mat_Chair45_MetallicSmoothness.png	C	1490366	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/MetalDryer/dry_M_metaldryer_MetallicSmoothness.png	C	1487834	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa04/Sofa04_mat_Sofa04_MetallicSmoothness.png	C	1486003	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair30/Chair30_mat_Chair30_MetallicSmoothness.png	C	1485378	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa25/Sofa25_mat_Sofa25_MetallicSmoothness.png	C	1483661	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa18/Sofa18_mat_Sofa18_MetallicSmoothness.png	C	1480243	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/TolPaper/tolpaper_DefaultMaterial_Normal.png	C	1476685	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/kitchen_1/kitchen_granite_AlbedoTransparency.png	C	1474669	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table14/Table14_mat_Table14_MetallicSmoothness.png	C	1473490	0	Texture2D
Assets/Animated Tropical Vegetation/Textures/dead_tree_bark_normal.png	C	1469356	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa20/Sofa20_mat_Sofa20_MetallicSmoothness.png	C	1452721	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_gold_tap_handle_AO.png	C	1452370	0	Texture2D
Assets/Coconut Palm Tree Pack/Textures/Parts/Coconut_Palm_Tree_Branch1_diffuse.psd	C	1450017	0	Texture2D
Assets/Furniture Mega Pack/FBX/Chair/Chair20.fbx	C	1445132	0	GameObject
Assets/Furniture Mega Pack/Textures/Tables/Table18/Table18_mat_Table18_MetallicSmoothness.png	C	1441436	0	Texture2D
Assets/TerrainSampleAssets/Textures/Details/Heather_A_MaskMap.tif	C	1434952	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair13/Chair13_mat_Chair13_MetallicSmoothness.png	C	1424845	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair33/Chair33_mat_Chair33_MetallicSmoothness.png	C	1423946	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_clothtable_Normal.png	C	1421979	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedsider/bedsider_bed_sider_Normal.png	C	1417750	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa32/Sofa32_mat_Sofa32_MetallicSmoothness.png	C	1416400	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Mug Holder/Mug Holder_AO.png	C	1412238	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/CoffeeMachine/coffeemachine_DefaultMaterial_AlbedoTransparency_2.png	C	1411912	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa30/Sofa30_mat_Sofa30_MetallicSmoothness.png	C	1411550	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Living Room/chair_2/chair_5_d.png	C	1397299	0	Texture2D
Assets/Furniture Mega Pack/FBX/Bed/Bed30.fbx	C	1386156	0	GameObject
Assets/Furniture Mega Pack/Textures/Chairs/Chair32/Chair32_mat_Chair32_MetallicSmoothness.png	C	1373532	0	Texture2D
Assets/TerrainSampleAssets/Textures/Details/Fern_BaseColor.tif	C	1373108	0	Texture2D
Assets/Furniture Mega Pack/FBX/Sofa/Sofa25.fbx	C	1362220	0	GameObject
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Toilet/toilet_DefaultMaterial_Normal.png	C	1357156	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/dressing_mirror/dresing_mirror_dressing_mirror1_Normal.png	C	1351579	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_1_AO.png	C	1351144	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/glass_AO.png	C	1351144	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair43/Chair43_mat_Chair43_MetallicSmoothness.png	C	1346253	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Toilet/toilet_DefaultMaterial_MetallicSmoothness.png	C	1345917	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedsider/bedsider_bed_sider_AO.png	C	1340173	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa33/Sofa33_mat_Sofa33_MetallicSmoothness.png	C	1333453	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/Fridge/frifge_green_wood_AO.png	C	1329878	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Kitchen Room/fridge_2/frifge_green_wood_AO.png	C	1329878	0	Texture2D
Assets/DevDen Arch Viz Scotland/Models/Dining Room/dinning_chair.fbx	C	1325633	0	GameObject
Assets/Furniture Mega Pack/Textures/Chairs/Chair41/Chair41_mat_Chair41_MetallicSmoothness.png	C	1322746	0	Texture2D
Assets/Animated Tropical Vegetation/Textures/dead_tree_bark_color.png	C	1319627	0	Texture2D
Assets/Furniture Mega Pack/FBX/Sofa/Sofa35.fbx	C	1315500	0	GameObject
Assets/DevDen Arch Viz Scotland/Textures/Balcony/balcony/balcony_balcony_glass_AO.png	C	1295507	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair27/Chair27_mat_Chair27_AlbedoTransparency.png	C	1293338	0	Texture2D
Assets/Coconut Palm Tree Pack/Textures/Parts/Palm_Brush_diffuse.psd	C	1291277	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa31/Sofa31_mat_Sofa31_MetallicSmoothness.png	C	1290998	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table01/Table01_mat_Table01_MetallicSmoothness.png	C	1289291	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair42/Chair42_mat_Chair42_MetallicSmoothness.png	C	1285830	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_lanterns_MaskMap.png	C	1280502	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/steel_1_AO.png	C	1278652	0	Texture2D
Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/steel_AO.png	C	1278652	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_canopies02_MaskMap.png	C	1274263	0	Texture2D
Assets/Coconut Palm Tree Pack/Textures/Parts/Coconut_Palm_Tree_Bark_diffuse.tif	C	1272484	0	Texture2D
Assets/Animated Tropical Vegetation/Textures/palm_tree_1_leaves_color.png	C	1259815	0	Texture2D
Assets/My_Custom/txtrs/1_pavers stone regular blocks texture-seamless.jpg	C	1258251	0	Texture2D
Assets/TerrainSampleAssets/Textures/Details/Heather_A_Thickness.tif	C	1256132	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_canopies_MaskMap.png	C	1254877	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table02/Table02_mat_Table02_MetallicSmoothness.png	C	1252442	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic04_NM.png	C	1252153	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_brickwall_Normal.png	C	1237072	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair35/Chair35_mat_Chair35_AlbedoTransparency.png	C	1235318	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_1/Painting_Photo_B_Paintings_House_Normal.png	C	1231947	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Washing_machine/washingmachine_M_washingmachine_AlbedoTransparency.png	C	1231301	0	Texture2D
Assets/TerrainSampleAssets/Textures/Details/BushDry_MaskMap.tif	C	1226124	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table23/Table23_mat_Table23_MetallicSmoothness.png	C	1223997	0	Texture2D
Assets/TerrainSampleAssets/Textures/Details/Bush_A_Normal.tif	C	1223460	0	Texture2D
Assets/Coconut Palm Tree Pack/Textures/Parts/Coconut_Palm_Tree_Bark_normal.tif	C	1221470	0	Texture2D
Assets/Furniture Mega Pack/FBX/Sofa/Sofa01.fbx	C	1218700	0	GameObject
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity	C	1193148	0	SceneAsset
Assets/Idyllic Italian Coast Town/Textures/M_groundtiles_01_BaseColor.png	C	1188618	0	Texture2D
Assets/Furniture Mega Pack/FBX/Bed/Bed27.fbx	C	1188268	0	GameObject
Assets/DevDen Arch Viz Scotland/Textures/Common/Plate/plate_1_plate_1_BaseColor.png	C	1185593	0	Texture2D
Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_building_apartment_03.fbx	C	1174240	0	GameObject
Assets/Furniture Mega Pack/Textures/Tables/Table21/Table21_mat_Table21_MetallicSmoothness.png	C	1170920	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Balcony/balcony_chair/balcony_ chair_balcony_chair1_MetallicSmoothness.png	C	1158618	0	Texture2D
Assets/Furniture Mega Pack/FBX/Bed/Bed29.fbx	C	1155948	0	GameObject
Assets/Furniture Mega Pack/Textures/Chairs/Chair18/Chair18_mat_Chair18_MetallicSmoothness.png	C	1151342	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_brickwall_BaseColor.png	C	1147147	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_groundtiles_01_Normal.png	C	1140086	0	Texture2D
Assets/TerrainSampleAssets/Textures/Details/Fern_Normal.tif	C	1136364	0	Texture2D
Assets/DevDen Arch Viz Scotland/Textures/Dining Room/dinning_chair/dinning_chair_dinning_chair_cusion_MetallicSmoothness.png	C	1132851	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair30/Chair30_mat_Chair30_AlbedoTransparency.png	C	1130540	0	Texture2D
