path,type,fileBytes,vertices,triangles,subMeshes,reason
"Packages/com.unity.render-pipelines.core/Editor/LookDev/DisplayWindow-PersonalSkin.uss","StyleSheet",986,0,0,0,name/path heuristic
"Packages/com.unity.render-pipelines.core/Editor/LookDev/DisplayWindow.cs","MonoScript",34441,0,0,0,name/path heuristic
"Packages/com.unity.render-pipelines.core/Editor/LookDev/DisplayWindow.DebugSidePanel.cs","MonoScript",11826,0,0,0,name/path heuristic
"Packages/com.unity.render-pipelines.core/Editor/LookDev/DisplayWindow.EnvironmentLibrarySidePanel.cs","MonoScript",21496,0,0,0,name/path heuristic
"Packages/com.unity.render-pipelines.core/Editor/LookDev/DisplayWindow.uss","StyleSheet",5918,0,0,0,name/path heuristic
"Packages/com.unity.render-pipelines.core/Editor-PrivateShared/Tools/Converter/SearchServiceUtils.cs","MonoScript",3214,0,0,0,name/path heuristic
"Packages/com.unity.render-pipelines.core/Editor-PrivateShared/Tools/Converter/Window","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.render-pipelines.core/Editor-PrivateShared/Tools/Converter/Window/RenderPipelineConverterItemVisualElement.cs","MonoScript",2678,0,0,0,name/path heuristic
"Packages/com.unity.render-pipelines.core/Editor-PrivateShared/Tools/Converter/Window/RenderPipelineConverterItemVisualElement.uxml","VisualTreeAsset",1221,0,0,0,name/path heuristic
"Packages/com.unity.render-pipelines.core/Editor-PrivateShared/Tools/Converter/Window/RenderPipelineConvertersEditor.cs","MonoScript",19260,0,0,0,name/path heuristic
"Packages/com.unity.render-pipelines.core/Editor-PrivateShared/Tools/Converter/Window/RenderPipelineConvertersEditor.uss","StyleSheet",1619,0,0,0,name/path heuristic
"Packages/com.unity.render-pipelines.core/Editor-PrivateShared/Tools/Converter/Window/RenderPipelineConvertersEditor.uxml","VisualTreeAsset",1905,0,0,0,name/path heuristic
"Packages/com.unity.render-pipelines.core/Editor-PrivateShared/Tools/Converter/Window/RenderPipelineConverterVisualElement.cs","MonoScript",12251,0,0,0,name/path heuristic
"Packages/com.unity.render-pipelines.core/Editor-PrivateShared/Tools/Converter/Window/RenderPipelineConverterVisualElement.uss","StyleSheet",1803,0,0,0,name/path heuristic
"Packages/com.unity.render-pipelines.core/Editor-PrivateShared/Tools/Converter/Window/RenderPipelineConverterVisualElement.uxml","VisualTreeAsset",2814,0,0,0,name/path heuristic
"Packages/com.unity.render-pipelines.core/Runtime/RenderPipelineResources/Mesh/SamplesFloorSpotlight.fbx","GameObject",37484,640,724,3,name/path heuristic
"Packages/com.unity.render-pipelines.core/Runtime/UnifiedRayTracing/Common/TerrainToMesh.cs","MonoScript",9374,0,0,0,name/path heuristic
"Packages/com.unity.searcher/CHANGELOG.md","TextAsset",11677,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/AssemblyInfo.cs","MonoScript",122,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/Font","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/Font/Roboto-Black.ttf","Font",142472,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/Font/Roboto-BlackItalic.ttf","Font",149644,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/Font/Roboto-Bold.ttf","Font",135820,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/Font/Roboto-BoldItalic.ttf","Font",144700,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/Font/Roboto-Italic.ttf","Font",148540,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/Font/Roboto-Light.ttf","Font",140276,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/Font/Roboto-LightItalic.ttf","Font",145932,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/Font/Roboto-Medium.ttf","Font",137308,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/Font/Roboto-MediumItalic.ttf","Font",147876,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/Font/Roboto-Regular.ttf","Font",145348,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/Font/Roboto-Thin.ttf","Font",130044,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/Font/Roboto-ThinItalic.ttf","Font",132376,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/SearchSmallDownOff.png","Texture2D",2744,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/SearchSmallDownOff@2x.png","Texture2D",2492,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/SearchSmallDownOn.png","Texture2D",2669,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/FlatSkin/SearchSmallDownOn@2x.png","Texture2D",3344,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/Searcher.uss","StyleSheet",5181,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/SearcherItem.uxml","VisualTreeAsset",447,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Resources/SearcherWindow.uxml","VisualTreeAsset",1434,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Searcher","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Searcher/Searcher.cs","MonoScript",3796,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Searcher/SearcherAdapter.cs","MonoScript",4407,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Searcher/SearcherControl.cs","MonoScript",29327,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Searcher/SearcherDatabase.cs","MonoScript",13601,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Searcher/SearcherDatabaseBase.cs","MonoScript",2656,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Searcher/SearcherHighlighter.cs","MonoScript",3742,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Searcher/SearcherItem.cs","MonoScript",3932,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Searcher/SearcherTreeUtility.cs","MonoScript",3396,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Searcher/SearcherWindow.cs","MonoScript",14855,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Editor/Unity.Searcher.Editor.asmdef","AssemblyDefinitionAsset",140,0,0,0,name/path heuristic
"Packages/com.unity.searcher/LICENSE.md","TextAsset",5842,0,0,0,name/path heuristic
"Packages/com.unity.searcher/package.json","PackageManifest",1010,0,0,0,name/path heuristic
"Packages/com.unity.searcher/README.md","TextAsset",4685,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Tests","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Tests/Editor","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Tests/Editor/SearcherItemCollectionEquivalentConstraint.cs","MonoScript",2320,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Tests/Editor/SearcherTests.cs","MonoScript",20980,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Tests/Editor/SearcherTreeUtilityTests.cs","MonoScript",2906,0,0,0,name/path heuristic
"Packages/com.unity.searcher/Tests/Editor/Unity.Searcher.EditorTests.asmdef","AssemblyDefinitionAsset",384,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Data/Nodes/Math/Round/CeilingNode.cs","MonoScript",705,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Data/Nodes/Math/Round/FloorNode.cs","MonoScript",696,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Data/Nodes/Terrain","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Data/Nodes/Terrain/TerrainPropertiesNode.cs","MonoScript",2045,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Data/Nodes/Terrain/TerrainTexture.cs","MonoScript",12495,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Drawing/Inspector/WindowDockingLayout.cs","MonoScript",3740,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Drawing/Manipulators/WindowDraggable.cs","MonoScript",6800,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Drawing/MaterialGraphEditWindow.cs","MonoScript",56527,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Drawing/SearchWindowAdapter.cs","MonoScript",5176,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Drawing/SearchWindowProvider.cs","MonoScript",20188,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Drawing/Views/GraphSubWindow.cs","MonoScript",13108,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Generation/Targets/BuiltIn/Editor/ShaderGraph/Includes/LegacyBuilding.hlsl","ShaderInclude",1848,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Generation/Targets/Terrain","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Generation/Targets/Terrain/Includes","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Generation/Targets/Terrain/Includes/TerrainPropertiesVariables.hlsl","ShaderInclude",540,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Generation/Targets/Terrain/Includes/TerrainTextureVariables.hlsl","ShaderInclude",233,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Generation/Targets/Terrain/ITerrainSubTarget.cs","MonoScript",184,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Resources/Styles/GraphSubWindow.uss","StyleSheet",1923,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/Editor/Resources/UXML/GraphSubWindow.uxml","VisualTreeAsset",650,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/GraphTemplates/Cross Pipeline/Terrain Simple.shadergraph","Shader",169032,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/GraphTemplates/Cross Pipeline/TerrainSimpleTemplateThumbnail.png","Texture2D",1604375,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/GraphTemplates/Cross Pipeline/TerrainStandardTemplateThumbnail.png","Texture2D",2085694,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/GraphTemplates/Subgraphs/Terrain","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/GraphTemplates/Subgraphs/Terrain/Blend Layers Add.shadersubgraph","SubGraphAsset",53552,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/GraphTemplates/Subgraphs/Terrain/Blend Layers Alpha.shadersubgraph","SubGraphAsset",83084,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/GraphTemplates/Subgraphs/Terrain/Distance Fade.shadersubgraph","SubGraphAsset",50133,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/GraphTemplates/Subgraphs/Terrain/Height Based Splat Modify.shadersubgraph","SubGraphAsset",167305,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/GraphTemplates/Subgraphs/Terrain/Layer Standard.shadersubgraph","SubGraphAsset",142706,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/GraphTemplates/Subgraphs/Terrain/Pack Material.shadersubgraph","SubGraphAsset",43804,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/GraphTemplates/Subgraphs/Terrain/Premultiply Layer.shadersubgraph","SubGraphAsset",53832,0,0,0,name/path heuristic
"Packages/com.unity.shadergraph/GraphTemplates/Subgraphs/Terrain/Unpack Material.shadersubgraph","SubGraphAsset",23277,0,0,0,name/path heuristic
"Packages/com.unity.splines/Editor/GUI/SplineDataConversionWindow.cs","MonoScript",6792,0,0,0,name/path heuristic
"Packages/com.unity.splines/Editor/GUI/ToolbarsOverlays/SplineHandleSettingsWindow.cs","MonoScript",3371,0,0,0,name/path heuristic
"Packages/com.unity.test-framework/UnityEditor.TestRunner/TestRunner/Callbacks/WindowResultUpdater.cs","MonoScript",1507,0,0,0,name/path heuristic
"Packages/com.unity.test-framework/UnityEditor.TestRunner/TestRunner/Callbacks/WindowResultUpdaterDataHolder.cs","MonoScript",345,0,0,0,name/path heuristic
"Packages/com.unity.test-framework/UnityEditor.TestRunner/TestRunnerWindow.cs","MonoScript",10852,0,0,0,name/path heuristic
"Packages/com.unity.test-framework/UnityEditor.TestRunner/TestRunnerWindowSettings.cs","MonoScript",652,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Manipulators/Sequence/TrimClip.cs","MonoScript",7592,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Manipulators/Trim","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Manipulators/Trim/ITrimItemMode.cs","MonoScript",497,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Manipulators/Trim/TrimItemModeMix.cs","MonoScript",3665,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Manipulators/Trim/TrimItemModeReplace.cs","MonoScript",4861,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Manipulators/Trim/TrimItemModeRipple.cs","MonoScript",3344,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/State/SequenceHierarchy.cs","MonoScript",9581,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/State/WindowState.cs","MonoScript",39997,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Utilities/SpacePartitioner.cs","MonoScript",3796,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/Modes","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/Modes/TimelineActiveMode.cs","MonoScript",1183,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/Modes/TimelineAssetEditionMode.cs","MonoScript",816,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/Modes/TimelineDisabledMode.cs","MonoScript",1194,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/Modes/TimelineInactiveMode.cs","MonoScript",1326,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/Modes/TimelineMode.cs","MonoScript",2808,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/Modes/TimelineReadOnlyMode.cs","MonoScript",1712,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/Modes/TimeReferenceMode.cs","MonoScript",112,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/OverlayDrawer.cs","MonoScript",3218,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/PlaybackScroller.cs","MonoScript",2129,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/SequenceContext.cs","MonoScript",5419,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineEditorWindow.cs","MonoScript",2347,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineMarkerHeaderGUI.cs","MonoScript",8144,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineNavigator.cs","MonoScript",5024,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelinePlaybackControls.cs","MonoScript",7454,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow.cs","MonoScript",19136,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_ActiveTimeline.cs","MonoScript",3092,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_Breadcrumbs.cs","MonoScript",4851,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_Duration.cs","MonoScript",5169,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_EditorCallbacks.cs","MonoScript",14135,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_Gui.cs","MonoScript",17863,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_HeaderGui.cs","MonoScript",11055,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_Manipulators.cs","MonoScript",2137,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_Navigator.cs","MonoScript",6805,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_PlayableLookup.cs","MonoScript",2820,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_PlaybackControls.cs","MonoScript",3510,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_PlayRange.cs","MonoScript",4882,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_PreviewPlayMode.cs","MonoScript",2839,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_Selection.cs","MonoScript",3087,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_StateChange.cs","MonoScript",1873,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_TimeArea.cs","MonoScript",3471,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_TimeCursor.cs","MonoScript",2743,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindow_TrackGui.cs","MonoScript",6259,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindowAnalytics.cs","MonoScript",6025,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/TimelineWindowTimeControl.cs","MonoScript",8822,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/ViewModel","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/ViewModel/ScriptableObjectViewPrefs.cs","MonoScript",3536,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/ViewModel/TimelineAssetViewModel.cs","MonoScript",4691,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/ViewModel/TimelineAssetViewModel_versions.cs","MonoScript",939,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/ViewModel/TimelineWindowViewPrefs.cs","MonoScript",5835,0,0,0,name/path heuristic
"Packages/com.unity.timeline/Editor/Window/WindowConstants.cs","MonoScript",1838,0,0,0,name/path heuristic
"Packages/com.unity.ugui/Editor/TMP/TMPro_FontAssetCreatorWindow.cs","MonoScript",97707,0,0,0,name/path heuristic
"Packages/com.unity.ugui/Tests/Editor/UGUI/CanvasRenderer/ChangingHierarchyOfCanvasRenderer.cs","MonoScript",1380,0,0,0,name/path heuristic
"Packages/com.unity.ugui/Tests/Editor/UGUI/WrapperWindowFixture.cs","MonoScript",1799,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/_Deprecated/UI/CooldownWindowDelayer.cs","MonoScript",987,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/AssetMenu/HierarchyViewAssetMenu.cs","MonoScript",11184,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/AssetMenu/HierarchyViewAssetSelection.cs","MonoScript",513,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/AssetOverlays/DrawHierarchyOverlay.cs","MonoScript",6077,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/Assets/Layouts/TeamEditionConfigurationWindow.uxml","VisualTreeAsset",2000,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/Assets/Styles/TeamEditionConfigurationWindow.uss","StyleSheet",351,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/CloudDrive/CloudDriveWindow.cs","MonoScript",13005,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/CloudDrive/CreateWorkspace/CollaboratorsMultiColumnHeader.cs","MonoScript",2051,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/CloudDrive/WindowStatusBar.cs","MonoScript",937,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/CodeEditor/Rendering/ColumnRulerRenderer.cs","MonoScript",3661,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/Configuration/CloudEdition/Welcome/CloudEditionWelcomeWindow.cs","MonoScript",6269,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/Configuration/TeamEdition/TeamEditionConfigurationWindow.cs","MonoScript",10972,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/Diff/DiffWindow.cs","MonoScript",9439,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/Entities/HierarchyExtensions.cs","MonoScript",292,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/Headless/HeadlessWorkspaceWindow.cs","MonoScript",5585,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/HierarchyExtensions.cs","MonoScript",765,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/ParentWindow.cs","MonoScript",549,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/StatusBar/WindowStatusBar.cs","MonoScript",5060,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/Tool/BringWindowToFront.cs","MonoScript",2243,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UI/CloseWindowIfOpened.cs","MonoScript",1488,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UI/DockEditorWindow.cs","MonoScript",705,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UI/DrawSearchField.cs","MonoScript",521,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UI/EditorWindowFocus.cs","MonoScript",1144,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UI/FindEditorWindow.cs","MonoScript",2218,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UI/GetWindowIfOpened.cs","MonoScript",1556,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UI/PathTrimming.cs","MonoScript",6166,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UI/Progress/DrawProgressForWindow.cs","MonoScript",1240,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UI/Progress/ProgressControlsForWindow.cs","MonoScript",1862,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UI/ShowWindow.cs","MonoScript",2776,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UI/Tree/TreeHeaderColumns.cs","MonoScript",1880,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UI/UnityInternals/UnityEditor/ContainerWindow.cs","MonoScript",287,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UI/UnityInternals/UnityEditor/EditorWindowExtensions.cs","MonoScript",829,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UI/UnityInternals/UnityEditor/EditorWindowInternal.cs","MonoScript",491,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UI/UnityInternals/UnityEditor/SettingsWindow.cs","MonoScript",1115,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UseBuiltinDiffWindowPreference.cs","MonoScript",194,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow/BranchesList","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow/BranchesList/BranchesListModel.cs","MonoScript",1746,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow/BranchesList/BranchesTreeView.cs","MonoScript",12359,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow/BranchesList/ErrorEmptyState.cs","MonoScript",2336,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow/BranchesList/LoadingEmptyState.cs","MonoScript",578,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow/BranchesList/NoBranchesEmptyState.cs","MonoScript",1327,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow/BranchesList/PopupProgressBar.cs","MonoScript",1378,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow/ControlledPopupWindow.cs","MonoScript",9489,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow/Operations","DefaultAsset",0,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow/Operations/ControlledPopupOperations.cs","MonoScript",12392,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow/Operations/ToolbarOperationsShortcut.cs","MonoScript",1030,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow/Operations/UncontrolledPopupOperations.cs","MonoScript",1097,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow/PopupWindowDrawing.cs","MonoScript",3436,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow/ToolbarMouseBoundary.cs","MonoScript",836,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSToolbar/PopupWindow/UncontrolledPopupWindow.cs","MonoScript",4897,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/UVCSWindow.cs","MonoScript",34359,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/Views/BranchExplorer/BranchExplorerWindow.cs","MonoScript",3903,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/Views/BranchExplorer/BrExSearchField.cs","MonoScript",9430,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/Views/BranchExplorer/Drawing/Shapes/ColumnHeaderShape.cs","MonoScript",3709,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/Views/BranchExplorer/Drawing/Shapes/ColumnShape.cs","MonoScript",1148,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/Views/BranchExplorer/Options/BranchExplorerOptionsWindow.cs","MonoScript",8968,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/Views/PendingChanges/PendingChangesMultiColumnHeader.cs","MonoScript",3926,0,0,0,name/path heuristic
"Packages/com.unity.collab-proxy/Editor/WorkspaceWindow.cs","MonoScript",18239,0,0,0,name/path heuristic
"Packages/org.khronos.unitygltf/Editor/Scripts/Interactivity/VisualScriptingExport/UnitExporters/Math/Mathf_FloorToIntUnitExport.cs","MonoScript",1318,0,0,0,name/path heuristic
